harness,kind,category,name,covered,our_equivalent,similar_to,decision,path,description
claude-plugins-official,skill,skills,build-mcpb,no,,,,plugins/mcp-server-dev/skills/build-mcpb/SKILL.md,"This skill should be used when the user wants to ""package an MCP server"", ""bundle an MCP"", ""make an MCPB"", ""ship a local MCP server"", ""distribute a local MCP"", discusses "".mcpb files"", mentions bundling a Node or Python runtime with their MCP server, or needs an MCP server that interacts with the local filesystem, desktop apps, or OS and must be installable without the user having Node/Python set up."
claude-plugins-official,skill,skills,cardputer-buddy,no,,,,plugins/cwc-makers/skills/cardputer-buddy/SKILL.md,"Iterate on the Cardputer-Adv MicroPython app bundle (Claude Buddy, Snake, Hello) after the device is already provisioned via m5-onboard. Use when the user wants to add a new app, push a single changed .py without re-flashing, watch device serial logs, or run a one-shot REPL command. Trigger on ""add an app"", ""push to the cardputer"", ""tail the device"", ""run on the device"", or follow-up work after /maker-setup."
claude-plugins-official,skill,skills,claude-automation-recommender,no,,,,plugins/claude-code-setup/skills/claude-automation-recommender/SKILL.md,"Analyze a codebase and recommend Claude Code automations (hooks, subagents, skills, plugins, MCP servers). Use when user asks for automation recommendations, wants to optimize their Claude Code setup, mentions improving Claude Code workflows, asks how to first set up Claude Code for a project, or wants to know what Claude Code features they should use."
claude-plugins-official,skill,skills,claude-md-improver,no,,,,plugins/claude-md-management/skills/claude-md-improver/SKILL.md,"Audit and improve CLAUDE.md files in repositories. Use when user asks to check, audit, update, improve, or fix CLAUDE.md files. Scans for all CLAUDE.md files, evaluates quality against templates, outputs quality report, then makes targeted updates. Also use when the user mentions ""CLAUDE.md maintenance"" or ""project memory optimization""."
claude-plugins-official,skill,skills,command-development,no,,subagent-driven-development (65%),,plugins/plugin-dev/skills/command-development/SKILL.md,"This skill should be used when the user asks to ""create a slash command"", ""add a command"", ""write a custom command"", ""define command arguments"", ""use command frontmatter"", ""organize commands"", ""create command with file references"", ""interactive command"", ""use AskUserQuestion in command"", or needs guidance on slash command structure, YAML frontmatter fields, dynamic arguments, bash execution in commands, user interaction patterns, or command development best practices for Claude Code."
claude-plugins-official,skill,skills,configure,no,,,,external_plugins/discord/skills/configure/SKILL.md,"Set up the Discord channel — save the bot token and review access policy. Use when the user pastes a Discord bot token, asks to configure Discord, asks ""how do I set this up"" or ""who can reach me,"" or wants to check channel status."
claude-plugins-official,skill,skills,configure,no,,,,external_plugins/imessage/skills/configure/SKILL.md,"Check iMessage channel setup and review access policy. Use when the user asks to configure iMessage, asks ""how do I set this up"" or ""who can reach me,"" or wants to know why texts aren't reaching the assistant."
claude-plugins-official,skill,skills,configure,no,,,,external_plugins/telegram/skills/configure/SKILL.md,"Set up the Telegram channel — save the bot token and review access policy. Use when the user pastes a Telegram bot token, asks to configure Telegram, asks ""how do I set this up"" or ""who can reach me,"" or wants to check channel status."
claude-plugins-official,skill,skills,example-command,no,,,,plugins/example-plugin/skills/example-command/SKILL.md,An example user-invoked skill that demonstrates frontmatter options and the skills/<name>/SKILL.md layout
claude-plugins-official,skill,skills,example-skill,no,,,,plugins/example-plugin/skills/example-skill/SKILL.md,"This skill should be used when the user asks to ""demonstrate skills"", ""show skill format"", ""create a skill template"", or discusses skill development patterns. Provides a reference template for creating Claude Code plugin skills."
claude-plugins-official,skill,skills,frontend-design,no,,,,plugins/frontend-design/skills/frontend-design/SKILL.md,"Guidance for distinctive, intentional visual design when building new UI or reshaping an existing one. Helps with aesthetic direction, typography, and making choices that don't read as templated defaults."
claude-plugins-official,skill,skills,hook-development,no,,,,plugins/plugin-dev/skills/hook-development/SKILL.md,"This skill should be used when the user asks to ""create a hook"", ""add a PreToolUse/PostToolUse/Stop hook"", ""validate tool use"", ""implement prompt-based hooks"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""set up event-driven automation"", ""block dangerous commands"", or mentions hook events (PreToolUse, PostToolUse, Stop, SubagentStop, SessionStart, SessionEnd, UserPromptSubmit, PreCompact, Notification). Provides comprehensive guidance for creating and implementing Claude Code plugin hooks with focus on advanced prompt-based hooks API."
claude-plugins-official,skill,skills,m5-onboard,no,,,,plugins/cwc-makers/skills/m5-onboard/SKILL.md,"End-to-end onboarding for a freshly-plugged-in M5Stack ESP32 device (Cardputer, Cardputer-Adv, Core, CoreS3, Stick) — detect on USB, flash UIFlow 2.0 firmware, and install the Claude Buddy MicroPython app bundle. Use whenever the user plugs in or wants to flash/provision/reset an M5Stack or ESP32 board, or says ""m5-onboard go""."
claude-plugins-official,skill,skills,math-olympiad,no,,,,plugins/math-olympiad/skills/math-olympiad/SKILL.md,
claude-plugins-official,skill,skills,mcp-integration,no,,,,plugins/plugin-dev/skills/mcp-integration/SKILL.md,"This skill should be used when the user asks to ""add MCP server"", ""integrate MCP"", ""configure MCP in plugin"", ""use .mcp.json"", ""set up Model Context Protocol"", ""connect external service"", mentions ""${CLAUDE_PLUGIN_ROOT} with MCP"", or discusses MCP server types (SSE, stdio, HTTP, WebSocket). Provides comprehensive guidance for integrating Model Context Protocol servers into Claude Code plugins for external tool and service integration."
claude-plugins-official,skill,skills,playground,no,,,,plugins/playground/skills/playground/SKILL.md,"Creates interactive HTML playgrounds — self-contained single-file explorers that let users configure something visually through controls, see a live preview, and copy out a prompt. Use when the user asks to make a playground, explorer, or interactive tool for a topic."
claude-plugins-official,skill,skills,plugin-settings,no,,,,plugins/plugin-dev/skills/plugin-settings/SKILL.md,"This skill should be used when the user asks about ""plugin settings"", ""store plugin configuration"", ""user-configurable plugin"", "".local.md files"", ""plugin state files"", ""read YAML frontmatter"", ""per-project plugin settings"", or wants to make plugin behavior configurable. Documents the .claude/plugin-name.local.md pattern for storing plugin-specific configuration with YAML frontmatter and markdown content."
claude-plugins-official,skill,skills,plugin-structure,no,,,,plugins/plugin-dev/skills/plugin-structure/SKILL.md,"This skill should be used when the user asks to ""create a plugin"", ""scaffold a plugin"", ""understand plugin structure"", ""organize plugin components"", ""set up plugin.json"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""add commands/agents/skills/hooks"", ""configure auto-discovery"", or needs guidance on plugin directory layout, manifest configuration, component organization, file naming conventions, or Claude Code plugin architecture best practices."
claude-plugins-official,skill,skills,project-artifact,no,,html-artifact (69%),,plugins/project-artifact/skills/project-artifact/SKILL.md,"Generate and publish a project status artifact — an opinionated, tabbed status page for a project too big for one update (overview & success criteria, the workstream sequence, next steps, plus background, plan, risks & open questions, and decisions/FAQ when they earn a tab) — published with the built-in Artifact tool to a default-private claude.ai page the user can share with teammates. Use when a piece of work spans several workstreams and you want a shareable overview kept current. Each artifact is backed by a small per-project config in the plugin data dir, so refreshing it re-gathers live state, redeploys the same URL, and reports only the delta. For software projects whose workstreams are PRs, also read swe.md (the X.Y PR-numbering convention; pulling PR state with gh/git; a per-PR detail block). Needs the built-in Artifact tool (claude.ai login). Not for single-PR changes or public docs."
claude-plugins-official,skill,skills,session-report,no,,,,plugins/session-report/skills/session-report/SKILL.md,"Generate an explorable HTML report of Claude Code session usage (tokens, cache, subagents, skills, expensive prompts) from ~/.claude/projects transcripts."
claude-plugins-official,skill,skills,skill-creator,no,,,,plugins/skill-creator/skills/skill-creator/SKILL.md,"Create new skills, modify and improve existing skills, and measure skill performance. Use when users want to create a skill from scratch, edit, or optimize an existing skill, run evals to test a skill, benchmark skill performance with variance analysis, or optimize a skill's description for better triggering accuracy."
claude-plugins-official,skill,skills,skill-development,no,,test-driven-development (70%),,plugins/plugin-dev/skills/skill-development/SKILL.md,"This skill should be used when the user wants to ""create a skill"", ""add a skill to plugin"", ""write a new skill"", ""improve skill description"", ""organize skill content"", or needs guidance on skill structure, progressive disclosure, or skill development best practices for Claude Code plugins."
claude-plugins-official,skill,skills,writing-hookify-rules,no,,,,plugins/hookify/skills/writing-rules/SKILL.md,"This skill should be used when the user asks to ""create a hookify rule"", ""write a hook rule"", ""configure hookify"", ""add a hookify rule"", or needs guidance on hookify rule syntax and patterns."
compound-engineering-plugin,agent,design,design-implementation-reviewer,no,,,,plugins/compound-engineering/agents/design/design-implementation-reviewer.md,Visually compares live UI implementation against Figma designs and provides detailed feedback on discrepancies. Use after writing or modifying HTML/CSS/React components to verify design fidelity.
compound-engineering-plugin,agent,design,design-iterator,no,,,,plugins/compound-engineering/agents/design/design-iterator.md,"Iteratively refines UI design through N screenshot-analyze-improve cycles. Use PROACTIVELY when design changes aren't coming together after 1-2 attempts, or when user requests iterative refinement."
compound-engineering-plugin,agent,design,figma-design-sync,no,,,,plugins/compound-engineering/agents/design/figma-design-sync.md,Detects and fixes visual differences between a web implementation and its Figma design. Use iteratively when syncing implementation to match Figma specs.
compound-engineering-plugin,agent,docs,ankane-readme-writer,no,,,,plugins/compound-engineering/agents/docs/ankane-readme-writer.md,"Creates or updates README files following Ankane-style template for Ruby gems. Use when writing gem documentation with imperative voice, concise prose, and standard section ordering."
compound-engineering-plugin,agent,document-review,adversarial-document-reviewer,no,,,,plugins/compound-engineering/agents/document-review/adversarial-document-reviewer.md,"Conditional document-review persona, selected when the document has >5 requirements or implementation units, makes significant architectural decisions, covers high-stakes domains, or proposes new abstractions. Challenges premises, surfaces unstated assumptions, and stress-tests decisions rather than evaluating document quality."
compound-engineering-plugin,agent,document-review,coherence-reviewer,no,,code-reviewer (77%),,plugins/compound-engineering/agents/document-review/coherence-reviewer.md,"Reviews planning documents for internal consistency -- contradictions between sections, terminology drift, structural issues, and ambiguity where readers would diverge. Spawned by the document-review skill."
compound-engineering-plugin,agent,document-review,design-lens-reviewer,no,,code-reviewer (67%),,plugins/compound-engineering/agents/document-review/design-lens-reviewer.md,"Reviews planning documents for missing design decisions -- information architecture, interaction states, user flows, and AI slop risk. Uses dimensional rating to identify gaps. Spawned by the document-review skill."
compound-engineering-plugin,agent,document-review,feasibility-reviewer,no,,,,plugins/compound-engineering/agents/document-review/feasibility-reviewer.md,"Evaluates whether proposed technical approaches in planning documents will survive contact with reality -- architecture conflicts, dependency gaps, migration risks, and implementability. Spawned by the document-review skill."
compound-engineering-plugin,agent,document-review,product-lens-reviewer,no,,code-reviewer (71%),,plugins/compound-engineering/agents/document-review/product-lens-reviewer.md,"Reviews planning documents as a senior product leader -- challenges premise claims, assesses strategic consequences (trajectory, identity, adoption, opportunity cost), and surfaces goal-work misalignment. Domain-agnostic: users may be end users, developers, operators, or any audience. Spawned by the document-review skill."
compound-engineering-plugin,agent,document-review,scope-guardian-reviewer,no,,code-reviewer (67%),,plugins/compound-engineering/agents/document-review/scope-guardian-reviewer.md,"Reviews planning documents for scope alignment and unjustified complexity -- challenges unnecessary abstractions, premature frameworks, and scope that exceeds stated goals. Spawned by the document-review skill."
compound-engineering-plugin,agent,document-review,security-lens-reviewer,no,,spec-reviewer (69%),,plugins/compound-engineering/agents/document-review/security-lens-reviewer.md,"Evaluates planning documents for security gaps at the plan level -- auth/authz assumptions, data exposure risks, API surface vulnerabilities, and missing threat model elements. Spawned by the document-review skill."
compound-engineering-plugin,agent,research,best-practices-researcher,no,,docs-researcher (65%),,plugins/compound-engineering/agents/research/best-practices-researcher.md,"Researches and synthesizes external best practices, documentation, and examples for any technology or framework. Use when you need industry standards, community conventions, or implementation guidance."
compound-engineering-plugin,agent,research,framework-docs-researcher,no,,docs-researcher (75%),,plugins/compound-engineering/agents/research/framework-docs-researcher.md,"Gathers comprehensive documentation and best practices for frameworks, libraries, or dependencies. Use when you need official docs, version-specific constraints, or implementation patterns."
compound-engineering-plugin,agent,research,git-history-analyzer,no,,,,plugins/compound-engineering/agents/research/git-history-analyzer.md,"Performs archaeological analysis of git history to trace code evolution, identify contributors, and understand why code patterns exist. Use when you need historical context for code changes."
compound-engineering-plugin,agent,research,issue-intelligence-analyst,no,,,,plugins/compound-engineering/agents/research/issue-intelligence-analyst.md,"Fetches and analyzes GitHub issues to surface recurring themes, pain patterns, and severity trends. Use when understanding a project's issue landscape, analyzing bug patterns for ideation, or summarizing what users are reporting."
compound-engineering-plugin,agent,research,learnings-researcher,no,,docs-researcher (69%),,plugins/compound-engineering/agents/research/learnings-researcher.md,Searches docs/solutions/ for relevant past solutions by frontmatter metadata. Use before implementing features or fixing problems to surface institutional knowledge and prevent repeated mistakes.
compound-engineering-plugin,agent,research,repo-research-analyst,no,,,,plugins/compound-engineering/agents/research/repo-research-analyst.md,"Conducts thorough research on repository structure, documentation, conventions, and implementation patterns. Use when onboarding to a new codebase or understanding project conventions."
compound-engineering-plugin,agent,research,session-historian,no,,,,plugins/compound-engineering/agents/research/session-historian.md,"Searches Claude Code, Codex, and Cursor session history for related prior sessions about the same problem or topic. Use to surface investigation context, failed approaches, and learnings from previous sessions that the current session cannot see. Supports time-based queries for conversational use."
compound-engineering-plugin,agent,research,slack-researcher,no,,docs-researcher (77%),,plugins/compound-engineering/agents/research/slack-researcher.md,"Searches Slack for organizational context relevant to the current task -- decisions, constraints, and discussions that may not be documented elsewhere. Use when the user explicitly asks to search Slack for context during ideation, planning, or brainstorming. Always surfaces the workspace identity so the user can verify the correct Slack instance was searched."
compound-engineering-plugin,agent,review,adversarial-reviewer,no,,code-reviewer (67%),,plugins/compound-engineering/agents/review/adversarial-reviewer.md,"Conditional code-review persona, selected when the diff is large (>=50 changed lines) or touches high-risk domains like auth, payments, data mutations, or external APIs. Actively constructs failure scenarios to break the implementation rather than checking against known patterns."
compound-engineering-plugin,agent,review,agent-native-reviewer,no,,,,plugins/compound-engineering/agents/review/agent-native-reviewer.md,"Reviews code to ensure agent-native parity -- any action a user can take, an agent can also take. Use after adding UI features, agent tools, or system prompts."
compound-engineering-plugin,agent,review,api-contract-reviewer,no,,code-reviewer (65%),,plugins/compound-engineering/agents/review/api-contract-reviewer.md,"Conditional code-review persona, selected when the diff touches API routes, request/response types, serialization, versioning, or exported type signatures. Reviews code for breaking contract changes."
compound-engineering-plugin,agent,review,architecture-strategist,no,,,,plugins/compound-engineering/agents/review/architecture-strategist.md,"Analyzes code changes from an architectural perspective for pattern compliance and design integrity. Use when reviewing PRs, adding services, or evaluating structural refactors."
compound-engineering-plugin,agent,review,cli-agent-readiness-reviewer,no,,,,plugins/compound-engineering/agents/review/cli-agent-readiness-reviewer.md,"Reviews CLI source code, plans, or specs for AI agent readiness using a severity-based rubric focused on whether a CLI is merely usable by agents or genuinely optimized for them."
compound-engineering-plugin,agent,review,cli-readiness-reviewer,no,,code-reviewer (63%),,plugins/compound-engineering/agents/review/cli-readiness-reviewer.md,"Conditional code-review persona, selected when the diff touches CLI command definitions, argument parsing, or command handler implementations. Reviews CLI code for agent readiness -- how well the CLI serves autonomous agents, not just human users."
compound-engineering-plugin,agent,review,code-simplicity-reviewer,no,,code-reviewer (70%),,plugins/compound-engineering/agents/review/code-simplicity-reviewer.md,Final review pass to ensure code is as simple and minimal as possible. Use after implementation is complete to identify YAGNI violations and simplification opportunities.
compound-engineering-plugin,agent,review,correctness-reviewer,no,,code-reviewer (73%),,plugins/compound-engineering/agents/review/correctness-reviewer.md,"Always-on code-review persona. Reviews code for logic errors, edge cases, state management bugs, error propagation failures, and intent-vs-implementation mismatches."
compound-engineering-plugin,agent,review,data-integrity-guardian,no,,,,plugins/compound-engineering/agents/review/data-integrity-guardian.md,"Reviews database migrations, data models, and persistent data code for safety. Use when checking migration safety, data constraints, transaction boundaries, or privacy compliance."
compound-engineering-plugin,agent,review,data-migration-expert,no,,,,plugins/compound-engineering/agents/review/data-migration-expert.md,"Validates data migrations, backfills, and production data transformations against reality. Use when PRs involve ID mappings, column renames, enum conversions, or schema changes."
compound-engineering-plugin,agent,review,data-migrations-reviewer,no,,,,plugins/compound-engineering/agents/review/data-migrations-reviewer.md,"Conditional code-review persona, selected when the diff touches migration files, schema changes, data transformations, or backfill scripts. Reviews code for data integrity and migration safety."
compound-engineering-plugin,agent,review,deployment-verification-agent,no,,,,plugins/compound-engineering/agents/review/deployment-verification-agent.md,"Produces Go/No-Go deployment checklists with SQL verification queries, rollback procedures, and monitoring plans. Use when PRs touch production data, migrations, or risky data changes."
compound-engineering-plugin,agent,review,dhh-rails-reviewer,no,,code-reviewer (65%),,plugins/compound-engineering/agents/review/dhh-rails-reviewer.md,"Conditional code-review persona, selected when Rails diffs introduce architectural choices, abstractions, or frontend patterns that may fight the framework. Reviews code from an opinionated DHH perspective."
compound-engineering-plugin,agent,review,julik-frontend-races-reviewer,no,,,,plugins/compound-engineering/agents/review/julik-frontend-races-reviewer.md,"Conditional code-review persona, selected when the diff touches async UI code, Stimulus/Turbo lifecycles, or DOM-timing-sensitive frontend behavior. Reviews code for race conditions and janky UI failure modes."
compound-engineering-plugin,agent,review,kieran-python-reviewer,no,,,,plugins/compound-engineering/agents/review/kieran-python-reviewer.md,"Conditional code-review persona, selected when the diff touches Python code. Reviews changes with Kieran's strict bar for Pythonic clarity, type hints, and maintainability."
compound-engineering-plugin,agent,review,kieran-rails-reviewer,no,,,,plugins/compound-engineering/agents/review/kieran-rails-reviewer.md,"Conditional code-review persona, selected when the diff touches Rails application code. Reviews Rails changes with Kieran's strict bar for clarity, conventions, and maintainability."
compound-engineering-plugin,agent,review,kieran-typescript-reviewer,no,,,,plugins/compound-engineering/agents/review/kieran-typescript-reviewer.md,"Conditional code-review persona, selected when the diff touches TypeScript code. Reviews changes with Kieran's strict bar for type safety, clarity, and maintainability."
compound-engineering-plugin,agent,review,maintainability-reviewer,no,,,,plugins/compound-engineering/agents/review/maintainability-reviewer.md,"Always-on code-review persona. Reviews code for premature abstraction, unnecessary indirection, dead code, coupling between unrelated modules, and naming that obscures intent."
compound-engineering-plugin,agent,review,pattern-recognition-specialist,no,,,,plugins/compound-engineering/agents/review/pattern-recognition-specialist.md,"Analyzes code for design patterns, anti-patterns, naming conventions, and duplication. Use when checking codebase consistency or verifying new code follows established patterns."
compound-engineering-plugin,agent,review,performance-oracle,no,,,,plugins/compound-engineering/agents/review/performance-oracle.md,"Analyzes code for performance bottlenecks, algorithmic complexity, database queries, memory usage, and scalability. Use after implementing features or when performance concerns arise."
compound-engineering-plugin,agent,review,performance-reviewer,no,,spec-reviewer (73%),,plugins/compound-engineering/agents/review/performance-reviewer.md,"Conditional code-review persona, selected when the diff touches database queries, loop-heavy data transforms, caching layers, or I/O-intensive paths. Reviews code for runtime performance and scalability issues."
compound-engineering-plugin,agent,review,previous-comments-reviewer,no,,,,plugins/compound-engineering/agents/review/previous-comments-reviewer.md,"Conditional code-review persona, selected when reviewing a PR that has existing review comments or review threads. Checks whether prior feedback has been addressed in the current diff."
compound-engineering-plugin,agent,review,project-standards-reviewer,no,,,,plugins/compound-engineering/agents/review/project-standards-reviewer.md,"Always-on code-review persona. Audits changes against the project's own CLAUDE.md and AGENTS.md standards -- frontmatter rules, reference inclusion, naming conventions, cross-platform portability, and tool selection policies."
compound-engineering-plugin,agent,review,reliability-reviewer,no,,,,plugins/compound-engineering/agents/review/reliability-reviewer.md,"Conditional code-review persona, selected when the diff touches error handling, retries, circuit breakers, timeouts, health checks, background jobs, or async handlers. Reviews code for production reliability and failure modes."
compound-engineering-plugin,agent,review,schema-drift-detector,no,,,,plugins/compound-engineering/agents/review/schema-drift-detector.md,Detects unrelated schema.rb changes in PRs by cross-referencing against included migrations. Use when reviewing PRs with database schema changes.
compound-engineering-plugin,agent,review,security-reviewer,no,,spec-reviewer (80%),,plugins/compound-engineering/agents/review/security-reviewer.md,"Conditional code-review persona, selected when the diff touches auth middleware, public endpoints, user input handling, or permission checks. Reviews code for exploitable vulnerabilities."
compound-engineering-plugin,agent,review,security-sentinel,no,,,,plugins/compound-engineering/agents/review/security-sentinel.md,"Performs security audits for vulnerabilities, input validation, auth/authz, hardcoded secrets, and OWASP compliance. Use when reviewing code for security issues or before deployment."
compound-engineering-plugin,agent,review,testing-reviewer,no,,code-reviewer (69%),,plugins/compound-engineering/agents/review/testing-reviewer.md,"Always-on code-review persona. Reviews code for test coverage gaps, weak assertions, brittle implementation-coupled tests, and missing edge case coverage."
compound-engineering-plugin,agent,workflow,bug-reproduction-validator,no,,,,plugins/compound-engineering/agents/workflow/bug-reproduction-validator.md,Systematically reproduces and validates bug reports to confirm whether reported behavior is an actual bug. Use when you receive a bug report or issue that needs verification.
compound-engineering-plugin,agent,workflow,lint,no,,,,plugins/compound-engineering/agents/workflow/lint.md,Use this agent when you need to run linting and code quality checks on Ruby and ERB files. Run before pushing to origin.
compound-engineering-plugin,agent,workflow,pr-comment-resolver,no,,,,plugins/compound-engineering/agents/workflow/pr-comment-resolver.md,"Evaluates and resolves one or more related PR review threads -- assesses validity, implements fixes, and returns structured summaries with reply text. Spawned by the resolve-pr-feedback skill."
compound-engineering-plugin,agent,workflow,spec-flow-analyzer,no,,,,plugins/compound-engineering/agents/workflow/spec-flow-analyzer.md,"Analyzes specifications and feature descriptions for user flow completeness and gap identification. Use when a spec, plan, or feature description needs flow analysis, edge case discovery, or requirements validation."
compound-engineering-plugin,command,commands,quiz-me,no,,,,plugins/coding-tutor/commands/quiz-me.md,
compound-engineering-plugin,command,commands,sync-tutorials,no,,,,plugins/coding-tutor/commands/sync-tutorials.md,
compound-engineering-plugin,command,commands,teach-me,no,,,,plugins/coding-tutor/commands/teach-me.md,
compound-engineering-plugin,command,commands,triage-prs,no,,,,.claude/commands/triage-prs.md,"Triage all open PRs with parallel agents, label, group, and review one-by-one"
compound-engineering-plugin,plugin,coding-tutor,coding-tutor,no,,,,plugins/coding-tutor/.claude-plugin/plugin.json,
compound-engineering-plugin,plugin,compound-engineering,compound-engineering,no,,,,plugins/compound-engineering/.claude-plugin/plugin.json,
compound-engineering-plugin,skill,skills,agent-browser,no,,,,plugins/compound-engineering/skills/agent-browser/SKILL.md,"Browser automation CLI for AI agents. Use when the user needs to interact with websites, including navigating pages, filling forms, clicking buttons, taking screenshots, extracting data, testing web apps, or automating any browser task. Triggers include requests to ""open a website"", ""fill out a form"", ""click a button"", ""take a screenshot"", ""scrape data from a page"", ""test this web app"", ""login to a site"", ""automate browser actions"", or any task requiring programmatic web interaction."
compound-engineering-plugin,skill,skills,agent-native-architecture,no,,,,plugins/compound-engineering/skills/agent-native-architecture/SKILL.md,"Build applications where agents are first-class citizens. Use this skill when designing autonomous agents, creating MCP tools, implementing self-modifying systems, or building apps where features are outcomes achieved by agents operating in a loop."
compound-engineering-plugin,skill,skills,agent-native-audit,no,,,,plugins/compound-engineering/skills/agent-native-audit/SKILL.md,Run comprehensive agent-native architecture review with scored principles
compound-engineering-plugin,skill,skills,andrew-kane-gem-writer,no,,,,plugins/compound-engineering/skills/andrew-kane-gem-writer/SKILL.md,"This skill should be used when writing Ruby gems following Andrew Kane's proven patterns and philosophy. It applies when creating new Ruby gems, refactoring existing gems, designing gem APIs, or when clean, minimal, production-ready Ruby library code is needed. Triggers on requests like ""create a gem"", ""write a Ruby library"", ""design a gem API"", or mentions of Andrew Kane's style."
compound-engineering-plugin,skill,skills,ce-sessions,no,,teach-session (75%),,plugins/compound-engineering/skills/ce-sessions/SKILL.md,"Search and ask questions about your coding agent session history. Use when asking what you worked on, what was tried before, how a problem was investigated across sessions, what happened recently, or any question about past agent sessions. Also use when the user references prior sessions, previous attempts, or past investigations — even without saying 'sessions' explicitly."
compound-engineering-plugin,skill,skills,ce-slack-research,no,,deep-research (67%),,plugins/compound-engineering/skills/ce-slack-research/SKILL.md,"Search Slack for interpreted organizational context -- decisions, constraints, and discussion arcs that shape the current task. Produces a research digest with cross-cutting analysis and research-value assessment, not raw message lists. Use when searching Slack for context during planning, brainstorming, or any task where organizational knowledge matters. Trigger phrases: 'search slack for', 'what did we discuss about', 'slack context for', 'organizational context about', 'what does the team think about', 'any slack discussions on'. Differs from slack:find-discussions which returns individual message results without synthesis."
compound-engineering-plugin,skill,skills,ce-update,no,,,,plugins/compound-engineering/skills/ce-update/SKILL.md,|
compound-engineering-plugin,skill,skills,ce:brainstorm,no,,brainstorming (77%),,plugins/compound-engineering/skills/ce-brainstorm/SKILL.md,"Explore requirements and approaches through collaborative dialogue before writing a right-sized requirements document and planning implementation. Use for feature ideas, problem framing, when the user says ''let''s brainstorm'', or when they want to think through options before deciding what to build. Also use when a user describes a vague or ambitious feature request, asks ''what should we build'', ''help me think through X'', presents a problem with multiple valid solutions, or seems unsure about scope or direction — even if they don''t explicitly ask to brainstorm."
compound-engineering-plugin,skill,skills,ce:compound,no,,,,plugins/compound-engineering/skills/ce-compound/SKILL.md,Document a recently solved problem to compound your team's knowledge
compound-engineering-plugin,skill,skills,ce:compound-refresh,no,,,,plugins/compound-engineering/skills/ce-compound-refresh/SKILL.md,"Refresh stale or drifting learnings and pattern docs in docs/solutions/ by reviewing, updating, consolidating, replacing, or deleting them against the current codebase. Use after refactors, migrations, dependency upgrades, or when a retrieved learning feels outdated or wrong. Also use when reviewing docs/solutions/ for accuracy, when a recently solved problem contradicts an existing learning, when pattern docs no longer reflect current code, or when multiple docs seem to cover the same topic and might benefit from consolidation."
compound-engineering-plugin,skill,skills,ce:ideate,no,,,,plugins/compound-engineering/skills/ce-ideate/SKILL.md,"Generate and critically evaluate grounded improvement ideas for the current project. Use when asking what to improve, requesting idea generation, exploring surprising improvements, or wanting the AI to proactively suggest strong project directions before brainstorming one in depth. Triggers on phrases like 'what should I improve', 'give me ideas', 'ideate on this project', 'surprise me with improvements', 'what would you change', or any request for AI-generated project improvement suggestions rather than refining the user's own idea."
compound-engineering-plugin,skill,skills,ce:plan,no,,,,plugins/compound-engineering/skills/ce-plan/SKILL.md,"Create structured plans for any multi-step task -- software features, research workflows, events, study plans, or any goal that benefits from structured breakdown. Also deepen existing plans with interactive review of sub-agent findings. Use for plan creation when the user says 'plan this', 'create a plan', 'write a tech plan', 'plan the implementation', 'how should we build', 'what's the approach for', 'break this down', 'plan a trip', 'create a study plan', or when a brainstorm/requirements document is ready for planning. Use for plan deepening when the user says 'deepen the plan', 'deepen my plan', 'deepening pass', or uses 'deepen' in reference to a plan. For exploratory or ambiguous requests where the user is unsure what to do, prefer ce:brainstorm first."
compound-engineering-plugin,skill,skills,ce:review,no,,document-review (67%),,plugins/compound-engineering/skills/ce-review/SKILL.md,"Structured code review using tiered persona agents, confidence-gated findings, and a merge/dedup pipeline. Use when reviewing code changes before creating a PR."
compound-engineering-plugin,skill,skills,ce:work,no,,,,plugins/compound-engineering/skills/ce-work/SKILL.md,Execute work efficiently while maintaining quality and finishing features
compound-engineering-plugin,skill,skills,ce:work-beta,no,,,,plugins/compound-engineering/skills/ce-work-beta/SKILL.md,[BETA] Execute work with external delegate support. Same as ce:work but includes experimental Codex delegation mode for token-conserving code implementation.
compound-engineering-plugin,skill,skills,changelog,no,,,,plugins/compound-engineering/skills/changelog/SKILL.md,Create engaging changelogs for recent merges to main branch
compound-engineering-plugin,skill,skills,claude-permissions-optimizer,no,,,,plugins/compound-engineering/skills/claude-permissions-optimizer/SKILL.md,"Optimize Claude Code permissions by finding safe Bash commands from session history and auto-applying them to settings.json. Can run from any coding agent but targets Claude Code specifically. Use when experiencing permission fatigue, too many permission prompts, wanting to optimize permissions, or needing to set up allowlists. Triggers on ""optimize permissions"", ""reduce permission prompts"", ""allowlist commands"", ""too many permission prompts"", ""permission fatigue"", ""permission setup"", or complaints about clicking approve too often."
compound-engineering-plugin,skill,skills,coding-tutor,no,,,,plugins/coding-tutor/skills/coding-tutor/SKILL.md,"Personalized coding tutorials that build on your existing knowledge and use your actual codebase for examples. Creates a persistent learning trail that compounds over time using the power of AI, spaced repetition and quizes."
compound-engineering-plugin,skill,skills,deploy-docs,no,,,,plugins/compound-engineering/skills/deploy-docs/SKILL.md,Validate and prepare documentation for GitHub Pages deployment
