id,kind,category,name,harness,canonical_path,line_count,asset_count,assets,description
skill:skills/in-progress/writing-fragments,skill,in-progress,writing-fragments,mattpocock_skills,skills/in-progress/writing-fragments/SKILL.md,79,1,skills/in-progress/writing-fragments/agents/openai.yaml,"Writing, explore — mine raw fragments, no structure yet."
skill:skills/in-progress/writing-shape,skill,in-progress,writing-shape,mattpocock_skills,skills/in-progress/writing-shape/SKILL.md,79,1,skills/in-progress/writing-shape/agents/openai.yaml,"Writing, exploit — shape raw material into an article, paragraph by paragraph."
skill:skills/misc/git-guardrails-claude-code,skill,misc,git-guardrails-claude-code,mattpocock_skills,skills/misc/git-guardrails-claude-code/SKILL.md,95,2,skills/misc/git-guardrails-claude-code/agents/openai.yaml; skills/misc/git-guardrails-claude-code/scripts/block-dangerous-git.sh,"Set up Claude Code hooks to block dangerous git commands (push, reset --hard, clean, branch -D, etc.) before they execute. Use when user wants to prevent destructive git operations, add git safety hooks, or block git push/reset in Claude Code."
skill:skills/misc/migrate-to-shoehorn,skill,misc,migrate-to-shoehorn,mattpocock_skills,skills/misc/migrate-to-shoehorn/SKILL.md,118,1,skills/misc/migrate-to-shoehorn/agents/openai.yaml,"Migrate test files from `as` type assertions to @total-typescript/shoehorn. Use when user mentions shoehorn, wants to replace `as` in tests, or needs partial test data."
skill:skills/misc/scaffold-exercises,skill,misc,scaffold-exercises,mattpocock_skills,skills/misc/scaffold-exercises/SKILL.md,106,1,skills/misc/scaffold-exercises/agents/openai.yaml,"Create exercise directory structures with sections, problems, solutions, and explainers that pass linting. Use when user wants to scaffold exercises, create exercise stubs, or set up a new course section."
skill:skills/misc/setup-pre-commit,skill,misc,setup-pre-commit,mattpocock_skills,skills/misc/setup-pre-commit/SKILL.md,91,1,skills/misc/setup-pre-commit/agents/openai.yaml,"Set up Husky pre-commit hooks with lint-staged (Prettier), type checking, and tests in the current repo. Use when user wants to add pre-commit hooks, set up Husky, configure lint-staged, or add commit-time formatting/typechecking/testing."
skill:skills/productivity/grill-me,skill,productivity,grill-me,mattpocock_skills,skills/productivity/grill-me/SKILL.md,7,1,skills/productivity/grill-me/agents/openai.yaml,A relentless interview to sharpen a plan or design.
skill:skills/productivity/grilling,skill,productivity,grilling,mattpocock_skills,skills/productivity/grilling/SKILL.md,22,1,skills/productivity/grilling/agents/openai.yaml,"Grill the user relentlessly about a plan, decision, or idea. Use when the user wants to stress-test their thinking, or uses any 'grill' trigger phrases."
skill:skills/productivity/handoff,skill,productivity,handoff,mattpocock_skills,skills/productivity/handoff/SKILL.md,16,1,skills/productivity/handoff/agents/openai.yaml,Compact the current conversation into a handoff document for another agent to pick up.
skill:skills/productivity/teach,skill,productivity,teach,mattpocock_skills,skills/productivity/teach/SKILL.md,140,5,skills/productivity/teach/GLOSSARY-FORMAT.md; skills/productivity/teach/LEARNING-RECORD-FORMAT.md; skills/productivity/teach/MISSION-FORMAT.md; skills/productivity/teach/RESOURCES-FORMAT.md; skills/productivity/teach/agents/openai.yaml,"Teach the user a new skill or concept, within this workspace."
skill:skills/productivity/to-questionnaire,skill,productivity,to-questionnaire,mattpocock_skills,skills/productivity/to-questionnaire/SKILL.md,53,1,skills/productivity/to-questionnaire/agents/openai.yaml,Turn a decision you can't fully answer into a questionnaire for someone else to fill in.
skill:skills/productivity/wait-what,skill,productivity,wait-what,mattpocock_skills,skills/productivity/wait-what/SKILL.md,7,1,skills/productivity/wait-what/agents/openai.yaml,Stop. That last message did not land — re-pitch it.
skill:skills/productivity/writing-for-agents,skill,productivity,writing-for-agents,mattpocock_skills,skills/productivity/writing-for-agents/SKILL.md,81,2,skills/productivity/writing-for-agents/SKILL-MECHANICS.md; skills/productivity/writing-for-agents/agents/openai.yaml,"Writing documents for agents. Use when creating or editing skills, or modifying AGENTS.md or CLAUDE.md."
skill:skills/brainstorming,skill,skills,brainstorming,superpowers,skills/brainstorming/SKILL.md,151,7,skills/brainstorming/scripts/frame-template.html; skills/brainstorming/scripts/helper.js; skills/brainstorming/scripts/server.cjs; skills/brainstorming/scripts/start-server.sh; skills/brainstorming/scripts/stop-server.sh; skills/brainstorming/spec-document-reviewer-prompt.md; skills/brainstorming/visual-companion.md,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation."
skill:skills/dispatching-parallel-agents,skill,skills,dispatching-parallel-agents,superpowers,skills/dispatching-parallel-agents/SKILL.md,167,0,,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies
skill:skills/executing-plans,skill,skills,executing-plans,superpowers,skills/executing-plans/SKILL.md,64,0,,Use when you have a written implementation plan to execute in a separate session with review checkpoints
skill:skills/finishing-a-development-branch,skill,skills,finishing-a-development-branch,superpowers,skills/finishing-a-development-branch/SKILL.md,201,0,,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work"
skill:skills/receiving-code-review,skill,skills,receiving-code-review,superpowers,skills/receiving-code-review/SKILL.md,205,0,,"Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative agreement or blind implementation"
skill:skills/requesting-code-review,skill,skills,requesting-code-review,superpowers,skills/requesting-code-review/SKILL.md,95,1,skills/requesting-code-review/code-reviewer.md,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements"
skill:skills/subagent-driven-development,skill,skills,subagent-driven-development,superpowers,skills/subagent-driven-development/SKILL.md,503,6,skills/subagent-driven-development/implementer-prompt.md; skills/subagent-driven-development/re-review-prompt.md; skills/subagent-driven-development/scripts/review-package; skills/subagent-driven-development/scripts/sdd-workspace; skills/subagent-driven-development/scripts/task-brief; skills/subagent-driven-development/task-reviewer-prompt.md,Use when executing implementation plans with independent tasks in the current session
skill:skills/systematic-debugging,skill,skills,systematic-debugging,superpowers,skills/systematic-debugging/SKILL.md,283,10,skills/systematic-debugging/CREATION-LOG.md; skills/systematic-debugging/condition-based-waiting-example.ts; skills/systematic-debugging/condition-based-waiting.md; skills/systematic-debugging/defense-in-depth.md; skills/systematic-debugging/find-polluter.sh; skills/systematic-debugging/root-cause-tracing.md; skills/systematic-debugging/test-academic.md; skills/systematic-debugging/test-pressure-1.md; skills/systematic-debugging/test-pressure-2.md; skills/systematic-debugging/test-pressure-3.md,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes"
skill:skills/test-driven-development,skill,skills,test-driven-development,superpowers,skills/test-driven-development/SKILL.md,320,1,skills/test-driven-development/writing-good-tests.md,"Use when implementing any feature or bugfix, before writing implementation code"
skill:skills/using-git-worktrees,skill,skills,using-git-worktrees,superpowers,skills/using-git-worktrees/SKILL.md,167,0,,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - ensures an isolated workspace exists via native tools or git worktree fallback
skill:skills/using-superpowers,skill,skills,using-superpowers,superpowers,skills/using-superpowers/SKILL.md,62,4,skills/using-superpowers/references/antigravity-tools.md; skills/using-superpowers/references/codex-tools.md; skills/using-superpowers/references/gemini-tools.md; skills/using-superpowers/references/pi-tools.md,"Use when starting any conversation - establishes how to find and use skills, requiring skill invocation before ANY response including clarifying questions"
skill:skills/verification-before-completion,skill,skills,verification-before-completion,superpowers,skills/verification-before-completion/SKILL.md,120,0,,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always"
skill:skills/writing-plans,skill,skills,writing-plans,superpowers,skills/writing-plans/SKILL.md,168,1,skills/writing-plans/plan-document-reviewer-prompt.md,"Use when you have a spec or requirements for a multi-step task, before touching code"
skill:skills/writing-skills,skill,skills,writing-skills,superpowers,skills/writing-skills/SKILL.md,677,6,skills/writing-skills/anthropic-best-practices.md; skills/writing-skills/examples/CLAUDE_MD_TESTING.md; skills/writing-skills/graphviz-conventions.dot; skills/writing-skills/persuasion-principles.md; skills/writing-skills/render-graphs.js; skills/writing-skills/testing-skills-with-subagents.md,"Use when creating new skills, editing existing skills, or verifying skills work before deployment"
