id,kind,category,name,harnesses,in_ours,fable_useful,fable_reason,fable_tag,gpt_useful,gpt_reason,gpt_tag,consensus,agree,description
rule:commonagents,rule,rules,common-agents,everything-claude-code,,yes,"Generic agent orchestration guidance: parallel execution, multi-perspective analysis",agent-orchestration,yes,Agent orchestration and parallel analysis directly help coding harness workflows.,agent-orchestration,keep,yes,"Agent orchestration: available agents, parallel execution, multi-perspective analysis"
rule:commondevelopmentworkflow,rule,rules,common-development-workflow,everything-claude-code,,yes,Plan/TDD/review/commit pipeline is language-neutral and core workflow,generic-workflow,yes,"Planning, TDD, review, and commit pipeline are broadly useful.",generic-workflow,keep,yes,"Development workflow: plan, TDD, review, commit pipeline"
rule:commongitworkflow,rule,rules,common-git-workflow,everything-claude-code,,yes,Conventional commits and PR process apply to any Python project,git,yes,Conventional commits and PR process are core harness workflow guidance.,git,keep,yes,"Git workflow: conventional commits, PR process"
rule:commonhooks,rule,rules,common-hooks,everything-claude-code,,yes,Claude Code hooks and TodoWrite practices are harness-generic and useful,generic-workflow,yes,Hook permissions and TodoWrite practices support agent automation governance.,agent-orchestration,keep,yes,"Hooks system: types, auto-accept permissions, TodoWrite best practices"
rule:commonperformance,rule,rules,common-performance,everything-claude-code,,yes,Model selection and context management guidance benefits any agentic workflow,generic-workflow,yes,"Model selection, context management, and troubleshooting improve agent productivity.",generic-workflow,keep,yes,"Performance: model selection, context management, build troubleshooting"
rule:commonsecurity,rule,rules,common-security,everything-claude-code,,yes,Secret management and security checks are language-neutral essentials,generic-workflow,yes,Secret management and security checks are essential across Python projects.,devops,keep,yes,"Security: mandatory checks, secret management, response protocol"
rule:commontesting,rule,rules,common-testing,everything-claude-code,,yes,TDD workflow and coverage rules translate directly to pytest projects,testing,yes,"TDD, coverage, and test taxonomy are central for Python development.",testing,keep,yes,"Testing requirements: 80% coverage, TDD workflow, test types"
rule:commoncodereview,rule,common,common/code-review,everything-claude-code,,yes,Code review rules are generic and valuable despite empty description,generic-workflow,yes,Code review guidance is language-neutral and high-value for agent edits.,generic-workflow,keep,yes,
rule:markdowndocs,rule,rules,markdown-docs,claude-code-best-practice,,yes,Markdown documentation conventions are language-neutral and useful for Python project docs.,docs,yes,Markdown documentation rules are broadly useful for Python project docs.,docs,keep,yes,
rule:pythoncodingstyle,rule,rules,python-coding-style,everything-claude-code; ours:.claude; ours:.codex,yes,yes,Python coding style rules directly serve the primary language; worth comparing with ours.,python,yes,Directly supports consistent Python code quality and maintainability.,python,keep,yes,Python coding style extending common rules
rule:pythonhooks,rule,rules,python-hooks,everything-claude-code,,yes,Python-specific hooks (lint/format/type checks) fit the primary workflow.,python,yes,Python hook conventions aid automation around Python projects.,python,keep,yes,Python hooks extending common rules
rule:pythonpatterns,rule,rules,python-patterns,everything-claude-code,,yes,Python idioms and patterns rule directly supports the primary language.,python,yes,Python patterns directly improve implementation choices in primary language.,python,keep,yes,Python patterns extending common rules
rule:pythonsecurity,rule,rules,python-security,everything-claude-code,,yes,Python security guidance is directly relevant; we lack a comparable upstream variant check.,python,yes,Python security rules help prevent common project vulnerabilities.,python,keep,yes,Python security extending common rules
rule:pythontesting,rule,rules,python-testing,everything-claude-code; ours:.claude; ours:.codex,yes,yes,Python testing rules are core; useful to compare against our existing rule.,testing,yes,Python testing guidance directly supports the developer's main workflow.,testing,keep,yes,Python testing extending common rules
rule:pythonsafety,rule,python,python/safety,ours:.claude; ours:.codex,yes,yes,"Python safety rules (SQL params, secrets, async I/O) directly serve Python workflow.",python,yes,Direct Python safety guidance is core to this developer's main workflow.,python,keep,yes,
skill:adopt,skill,skills,adopt,ours:.codex,yes,yes,Generic harness-adoption skill refreshing project overlays; language-neutral workflow value.,generic-workflow,yes,Repo harness adoption directly supports maintaining Python project agent overlays.,agent-orchestration,keep,yes,"Adopt this reusable agent setup to a repository by refreshing only the Codex project overlay files. Use when asked to adapt the harness to the current repo, update repo facts, or produce an adoption report without rewriting reusable core skills, agents, hooks, or rules."
skill:agentbrowser,skill,skills,agent-browser,claude-code-best-practice; compound-engineering-plugin,,yes,"Language-neutral browser automation for testing, scraping, and web app verification.",generic-workflow,yes,"Browser automation helps test web apps, docs, forms, and local tools around Python projects.",devops,keep,yes,"Browser automation CLI for AI agents. Use when the user needs to interact with websites, including navigating pages, filling forms, clicking buttons, taking screenshots, extracting data, testing web apps, or automating any browser task. Triggers include requests to ""open a website"", ""fill out a form"", ""click a button"", ""take a screenshot"", ""scrape data from a page"", ""test this web app"", ""login to "
skill:agentdevelopment,skill,skills,agent-development,claude-plugins-official,,yes,"Guides writing subagents, frontmatter, and tool selection; core harness authoring capability.",agent-orchestration,yes,Subagent creation is directly useful for building and maintaining agent coding workflows.,agent-orchestration,keep,yes,"This skill should be used when the user asks to ""create an agent"", ""add an agent"", ""write a subagent"", ""agent frontmatter"", ""when to use description"", ""agent examples"", ""agent tools"", ""agent colors"", ""autonomous agent"", or needs guidance on agent structure, system prompts, triggering conditions, or agent development best practices for Claude Code plugins."
skill:agentharnessconstruction,skill,skills,agent-harness-construction,everything-claude-code,,yes,Designing tool definitions and observation formats directly improves agent completion rates.,agent-orchestration,yes,Harness action-space and tool design are core to improving agent coding performance.,agent-orchestration,keep,yes,"Design and optimize AI agent action spaces, tool definitions, and observation formatting for higher completion rates."
skill:agentintrospectiondebugging,skill,skills,agent-introspection-debugging,everything-claude-code,,yes,Structured debugging of agent failures; generic and valuable for agentic workflows.,agent-orchestration,yes,Structured agent failure debugging is useful for maintaining reliable coding workflows.,agent-orchestration,keep,yes,"Structured self-debugging workflow for AI agent failures using capture, diagnosis, contained recovery, and introspection reports."
skill:airegressiontesting,skill,skills,ai-regression-testing,everything-claude-code,,yes,Regression patterns catching AI blind spots; language-neutral testing value.,testing,yes,AI-assisted regression testing helps catch coding-agent blind spots in Python projects.,testing,keep,yes,"Regression testing strategies for AI-assisted development. Sandbox-mode API testing without database dependencies, automated bug-check workflows, and patterns to catch AI blind spots where the same model writes and reviews code."
skill:akguide,skill,skills,ak-guide,ours:.claude; ours:.codex,yes,yes,"Behavioral guidelines reducing common LLM coding mistakes; generic, high daily value.",generic-workflow,yes,"LLM coding discipline is broadly useful for writing, reviewing, and refactoring Python code.",generic-workflow,keep,yes,"Behavioral guidelines to reduce common LLM coding mistakes. Use when writing, reviewing, or refactoring code to avoid overcomplication, make surgical changes, surface assumptions, and define verifiable success criteria."
skill:apiconnectorbuilder,skill,skills,api-connector-builder,everything-claude-code,,yes,Language-neutral pattern-matching for adding integrations; applies to Python codebases.,generic-workflow,yes,Generic integration-pattern discipline applies well to Python service and tooling repos.,generic-workflow,keep,yes,Build a new API connector or provider by matching the target repo's existing integration pattern exactly. Use when adding one more integration without inventing a second architecture.
skill:apidesign,skill,skills,api-design,everything-claude-code,,yes,REST design principles are language-neutral and directly useful for Python API work.,generic-workflow,yes,REST API design is language-neutral and common in Python backend work.,generic-workflow,keep,yes,"REST API design patterns including resource naming, status codes, pagination, filtering, error responses, versioning, and rate limiting for production APIs."
skill:architecturedecisionrecords,skill,skills,architecture-decision-records,everything-claude-code,,yes,"Capturing ADRs during sessions is generic, durable project-memory practice.",docs,yes,ADRs preserve architectural rationale across agent sessions and future maintenance.,docs,keep,yes,"Capture architectural decisions made during Claude Code sessions as structured ADRs. Auto-detects decision moments, records context, alternatives considered, and rationale. Maintains an ADR log so future developers understand why the codebase is shaped the way it is."
skill:autonomousloops,skill,skills,autonomous-loops,everything-claude-code,,yes,Generic patterns for autonomous multi-agent loops and pipelines.,agent-orchestration,yes,Autonomous loop and multi-agent pipeline patterns are relevant to coding-harness orchestration.,agent-orchestration,keep,yes,Patterns and architectures for autonomous Claude Code loops — from simple sequential pipelines to RFC-driven multi-agent DAG systems.
skill:beads,skill,skills,beads,ours:.claude; ours:.codex,yes,yes,"Durable issue tracking and multi-session work memory; language-neutral, already core.",generic-workflow,yes,Durable task tracking and dependency management are useful for long-running agent coding work.,agent-orchestration,keep,yes,"Use when working in a repository that uses bd or Beads for durable project task tracking, issue dependencies, blocker management, multi-session handoff, or shared work memory. Trigger when the user asks to find ready work, claim or close tasks, create follow-up work, inspect blockers, or recover project context; also when starting a new task or implementation, choosing what to work on next, or wra"
skill:benchmark,skill,skills,benchmark,everything-claude-code,,yes,Performance baselines and regression detection are generic and valuable.,testing,yes,Performance baselines and regression checks are useful across Python projects.,testing,keep,yes,"Use this skill to measure performance baselines, detect regressions before/after PRs, and compare stack alternatives."
skill:brainstorming,skill,skills,brainstorming,superpowers; ours:.claude; ours:.codex,yes,yes,Requirements exploration before implementation; generic and proven.,generic-workflow,yes,Requirement exploration before implementation is valuable for ambiguous coding tasks.,generic-workflow,keep,yes,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation."
skill:buildmcpserver,skill,skills,build-mcp-server,claude-plugins-official,,yes,MCP server building supports Python SDK; core agent-tooling capability.,agent-orchestration,yes,Building MCP servers directly supports Python-friendly agent tool integrations.,agent-orchestration,keep,yes,"This skill should be used when the user asks to ""build an MCP server"", ""create an MCP"", ""make an MCP integration"", ""wrap an API for Claude"", ""expose tools to Claude"", ""make an MCP app"", or discusses building something with the Model Context Protocol. It is the entry point for MCP server development — it interrogates the user about their use case, determines the right deployment model (remote HTTP,"
skill:canarywatch,skill,skills,canary-watch,everything-claude-code,,yes,Monitoring deployed URLs for regressions is generic DevOps value.,devops,yes,Deployment regression monitoring is generic DevOps value for Python services.,devops,keep,yes,"Use this skill to monitor a deployed URL for regressions after deploys, merges, or dependency upgrades."
skill:cesessions,skill,skills,ce-sessions,compound-engineering-plugin,,yes,"Searching past agent session history is generic, high-value project memory for any workflow.",generic-workflow,yes,Session-history search improves continuity across agent coding work.,agent-orchestration,keep,yes,"Search and ask questions about your coding agent session history. Use when asking what you worked on, what was tried before, how a problem was investigated across sessions, what happened recently, or any question about past agent sessions. Also use when the user references prior sessions, previous attempts, or past investigations — even without saying 'sessions' explicitly."
skill:cebrainstorm,skill,skills,ce:brainstorm,compound-engineering-plugin,,yes,Collaborative requirements brainstorming before planning is a solid generic workflow capability.,generic-workflow,yes,Generic requirements exploration is valuable before ambiguous Python work.,generic-workflow,keep,yes,"Explore requirements and approaches through collaborative dialogue before writing a right-sized requirements document and planning implementation. Use for feature ideas, problem framing, when the user says ''let''s brainstorm'', or when they want to think through options before deciding what to build. Also use when a user describes a vague or ambitious feature request, asks ''what should we build'"
skill:cecompound,skill,skills,ce:compound,compound-engineering-plugin,,yes,Documenting solved problems compounds durable project knowledge; generic and valuable.,docs,yes,Captures solved problems as reusable project knowledge.,docs,keep,yes,Document a recently solved problem to compound your team's knowledge
skill:cecompoundrefresh,skill,skills,ce:compound-refresh,compound-engineering-plugin,,yes,Refreshing stale learnings docs against the codebase keeps project memory trustworthy.,docs,yes,Keeps solution and pattern docs aligned with current code.,docs,keep,yes,"Refresh stale or drifting learnings and pattern docs in docs/solutions/ by reviewing, updating, consolidating, replacing, or deleting them against the current codebase. Use after refactors, migrations, dependency upgrades, or when a retrieved learning feels outdated or wrong. Also use when reviewing docs/solutions/ for accuracy, when a recently solved problem contradicts an existing learning, when"
skill:ceplan,skill,skills,ce:plan,compound-engineering-plugin,,yes,Structured multi-step planning with interactive deepening is core generic workflow value.,generic-workflow,yes,Structured planning is broadly useful for multi-step coding tasks.,generic-workflow,keep,yes,"Create structured plans for any multi-step task -- software features, research workflows, events, study plans, or any goal that benefits from structured breakdown. Also deepen existing plans with interactive review of sub-agent findings. Use for plan creation when the user says 'plan this', 'create a plan', 'write a tech plan', 'plan the implementation', 'how should we build', 'what's the approach"
skill:cereview,skill,skills,ce:review,compound-engineering-plugin,,yes,Tiered persona review with confidence-gated findings is a strong generic code-review pattern.,generic-workflow,yes,Structured code review directly improves PR quality and catches regressions.,generic-workflow,keep,yes,"Structured code review using tiered persona agents, confidence-gated findings, and a merge/dedup pipeline. Use when reviewing code changes before creating a PR."
skill:cework,skill,skills,ce:work,compound-engineering-plugin,,yes,Disciplined execution-to-completion workflow is generic and useful for any language.,generic-workflow,yes,Generic execution workflow for finishing implementation tasks with quality checks.,generic-workflow,keep,yes,Execute work efficiently while maintaining quality and finishing features
skill:changelog,skill,skills,changelog,compound-engineering-plugin,,yes,"Generating changelogs from recent merges is a generic, practical git/docs helper.",docs,yes,Generating changelogs from merges is useful release documentation.,docs,keep,yes,Create engaging changelogs for recent merges to main branch
skill:checkinvariants,skill,skills,check-invariants,ours:.codex,yes,yes,Mechanical invariant checking of repo structure is generic; already proven in our harness.,generic-workflow,yes,Mechanical invariant checks are valuable for harness and repo consistency.,testing,keep,yes,"Run mechanically checkable invariants from the Codex project overlay and report pass or fail. Use when asked to check project invariants, validate repo structure, or audit whether documented constraints still match the working tree."
skill:claudeautomationrecommender,skill,skills,claude-automation-recommender,claude-plugins-official,,yes,"Recommending hooks/skills/MCP setup for a codebase improves any harness, language-neutral.",agent-orchestration,yes,Analyzes and improves agent harness automation setup.,agent-orchestration,keep,yes,"Analyze a codebase and recommend Claude Code automations (hooks, subagents, skills, plugins, MCP servers). Use when user asks for automation recommendations, wants to optimize their Claude Code setup, mentions improving Claude Code workflows, asks how to first set up Claude Code for a project, or wants to know what Claude Code features they should use."
skill:claudemdimprover,skill,skills,claude-md-improver,claude-plugins-official,,yes,Auditing and improving CLAUDE.md quality is generic prompt/harness maintenance.,prompt-authoring,yes,Audits repository agent instruction files for quality and consistency.,prompt-authoring,keep,yes,"Audit and improve CLAUDE.md files in repositories. Use when user asks to check, audit, update, improve, or fix CLAUDE.md files. Scans for all CLAUDE.md files, evaluates quality against templates, outputs quality report, then makes targeted updates. Also use when the user mentions ""CLAUDE.md maintenance"" or ""project memory optimization""."
skill:codebasearchitectureresearch,skill,skills,codebase-architecture-research,ours:.codex,yes,yes,Architecture research reports on unfamiliar repos aid agents; generic and language-neutral.,docs,yes,Directly supports understanding unfamiliar repositories and producing reusable architecture research.,generic-workflow,keep,yes,"Investigate a provided source codebase or external repository and produce architecture-focused research reports for future agents and human review. Use when asked to understand a codebase such as external/<name> or external/<name>, map its core architecture, runtime lifecycle, data/state model, inner workings, integration points, or create docs/research/codebases/name/ Markdown and HTML reports wh"
skill:codebasedesign,skill,engineering,codebase-design,mattpocock_skills,,yes,"Deep-module design vocabulary improves interfaces, seams, testability; language-neutral engineering value.",generic-workflow,yes,Language-neutral module interface and testability guidance applies well to Python codebases.,generic-workflow,keep,yes,"Shared vocabulary for designing deep modules. Use when the user wants to design or improve a module's interface, find deepening opportunities, decide where a seam goes, make code more testable or AI-navigable, or when another skill needs the deep-module vocabulary."
skill:codebaseonboarding,skill,skills,codebase-onboarding,everything-claude-code,,yes,"Generates onboarding guide and starter CLAUDE.md for new codebases; broadly useful, generic.",docs,yes,Structured onboarding guides and architecture maps are broadly useful for Python projects.,docs,keep,yes,"Analyze an unfamiliar codebase and generate a structured onboarding guide with architecture map, key entry points, conventions, and a starter CLAUDE.md. Use when joining a new project or setting up Claude Code for the first time in a repo."
skill:codexrunner,skill,skills,codex-runner,mvp:codex-adapter,yes,yes,Delegating critique/implementation to a second model gives independent review; generic orchestration.,agent-orchestration,yes,Enables independent Codex critique or parallel passes; language-neutral agent workflow.,agent-orchestration,keep,yes,"Use to delegate a coding, analysis or research task to OpenAI Codex (gpt-5.x) from Claude Code — for a critique, an independent implementation or diagnosis pass, or to parallelize work across multiple Codex instances. Trigger when the user asks to ""run Codex"", ""ask Codex"", ""use Codex"", get a Codex review, or hand a task to Codex."
skill:commanddevelopment,skill,skills,command-development,claude-plugins-official,,yes,Authoring slash commands with frontmatter/arguments is core harness skill development.,prompt-authoring,yes,Helps author reusable agent commands; Claude-specific but workflow-relevant.,prompt-authoring,keep,yes,"This skill should be used when the user asks to ""create a slash command"", ""add a command"", ""write a custom command"", ""define command arguments"", ""use command frontmatter"", ""organize commands"", ""create command with file references"", ""interactive command"", ""use AskUserQuestion in command"", or needs guidance on slash command structure, YAML frontmatter fields, dynamic arguments, bash execution in com"
skill:contextbudget,skill,skills,context-budget,everything-claude-code,,yes,Auditing context-window bloat across skills/rules/MCP directly improves any Claude Code harness.,agent-orchestration,yes,"Audits agent context bloat across skills and tools, directly improving harness efficiency.",agent-orchestration,keep,yes,"Audits Claude Code context window consumption across agents, skills, MCP servers, and rules. Identifies bloat, redundant components, and produces prioritized token-savings recommendations."
skill:continuouslearning,skill,skills,continuous-learning,everything-claude-code,,yes,Auto-extracting reusable session patterns into skills compounds harness value; generic.,agent-orchestration,yes,"Extracts reusable patterns from sessions into skills, improving long-term agent harness memory.",agent-orchestration,keep,yes,Automatically extract reusable patterns from Claude Code sessions and save them as learned skills for future use.
skill:continuouslearningv2,skill,skills,continuous-learning-v2,everything-claude-code,,yes,Generic hook-based session learning that evolves into skills; fits agent harness improvement.,agent-orchestration,yes,Improves project memory and harness evolution across Python agent sessions.,agent-orchestration,keep,yes,"Instinct-based learning system that observes sessions via hooks, creates atomic instincts with confidence scoring, and evolves them into skills/commands/agents. v2.1 adds project-scoped instincts to prevent cross-project contamination."
skill:costawarellmpipeline,skill,skills,cost-aware-llm-pipeline,everything-claude-code,,yes,"Language-neutral LLM cost routing, caching, budget patterns; relevant to Python LLM work.",generic-workflow,yes,Useful for controlling LLM API costs in agentic workflows.,generic-workflow,keep,yes,"Cost optimization patterns for LLM API usage — model routing by task complexity, budget tracking, retry logic, and prompt caching."
skill:databasemigrations,skill,skills,database-migrations,everything-claude-code,,yes,Schema/data migration and rollback practices covering PostgreSQL and Django; SQL in scope.,sql,yes,Database migrations are core SQL and Python backend maintenance.,sql,keep,yes,"Database migration best practices for schema changes, data migrations, rollbacks, and zero-downtime deployments across PostgreSQL, MySQL, and common ORMs (Prisma, Drizzle, Kysely, Django, TypeORM, golang-migrate)."
skill:deploymentpatterns,skill,skills,deployment-patterns,everything-claude-code,,yes,"Generic CI/CD, Docker, rollback and production-readiness patterns applicable to Python services.",devops,yes,"Deployment, CI/CD, Docker, and rollback patterns fit Python service operations.",devops,keep,yes,"Deployment workflows, CI/CD pipeline patterns, Docker containerization, health checks, rollback strategies, and production readiness checklists for web applications."
skill:designevolve,skill,skills,design-evolve,ours:.claude; ours:.codex,yes,yes,Generic versioned design-doc evolution workflow; already proven in our harness.,docs,yes,Useful for evolving design docs and consolidating decisions in agent workflows.,docs,keep,yes,>
skill:diagnosingbugs,skill,engineering,diagnosing-bugs,mattpocock_skills,,yes,Language-neutral systematic debugging loop for hard bugs and regressions.,generic-workflow,yes,Generic debugging loop directly useful for Python failures and regressions.,testing,keep,yes,"Diagnosis loop for hard bugs and performance regressions. Use when the user says ""diagnose""/""debug this"", or reports something broken/throwing/failing/slow."
skill:dispatchingparallelagents,skill,skills,dispatching-parallel-agents,superpowers,,yes,Generic pattern for parallelizing independent tasks across subagents.,agent-orchestration,yes,"Useful for splitting independent coding, review, and research tasks across agents.",agent-orchestration,keep,yes,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies
skill:djangopatterns,skill,skills,django-patterns,everything-claude-code,,yes,"Django is Python; architecture, ORM, and DRF patterns directly applicable.",python,yes,Django is Python; patterns help Python web architecture and APIs.,python,keep,yes,"Django architecture patterns, REST API design with DRF, ORM best practices, caching, signals, middleware, and production-grade Django apps."
skill:djangosecurity,skill,skills,django-security,everything-claude-code,,yes,"Python/Django security hardening: auth, CSRF, SQLi, XSS prevention.",python,yes,Django security is directly relevant to Python web applications.,python,keep,yes,"Django security best practices, authentication, authorization, CSRF protection, SQL injection prevention, XSS prevention, and secure deployment configurations."
skill:djangotdd,skill,skills,django-tdd,everything-claude-code,,yes,pytest-django TDD strategies; Python-specific testing value.,python,yes,Django testing with pytest-django is directly useful for Python projects.,testing,keep,yes,"Django testing strategies with pytest-django, TDD methodology, factory_boy, mocking, coverage, and testing Django REST Framework APIs."
skill:djangoverification,skill,skills,django-verification,everything-claude-code,,yes,"Python/Django release verification loop: migrations, lint, tests, security scans.",python,yes,"Django verification combines Python tests, migrations, security, and release checks.",testing,keep,yes,"Verification loop for Django projects: migrations, linting, tests with coverage, security scans, and deployment readiness checks before release or PR."
skill:dockerpatterns,skill,skills,docker-patterns,everything-claude-code,,yes,Docker/Compose patterns are generic DevOps used around Python projects.,devops,yes,Docker and Compose are common Python development and deployment tooling.,devops,keep,yes,"Docker and Docker Compose patterns for local development, container security, networking, volume strategies, and multi-service orchestration."
skill:documentreview,skill,skills,document-review,compound-engineering-plugin; ours:.claude; ours:.codex,yes,yes,Generic persona-based review of requirements/plan documents; already in our harness.,generic-workflow,yes,Plan and requirements review is broadly useful before implementation.,docs,keep,yes,Review requirements or plan documents using parallel persona agents that surface role-specific issues. Use when a requirements document or plan document exists and the user wants to improve it.
skill:documentationlookup,skill,skills,documentation-lookup,everything-claude-code,,yes,Generic up-to-date docs lookup via Context7; framework examples are incidental.,docs,yes,Up-to-date official docs lookup prevents invented APIs across Python tooling too.,docs,keep,yes,"Use up-to-date library and framework docs via Context7 MCP instead of training data. Activates for setup questions, API references, code examples, or when the user names a framework (e.g. React, Next.js, Prisma)."
skill:domainmodeling,skill,engineering,domain-modeling,mattpocock_skills,,yes,Language-neutral domain modeling and architectural-decision capture.,generic-workflow,yes,Clarifies project terminology and architectural decisions independent of language.,generic-workflow,keep,yes,"Build and sharpen a project's domain model. Use when the user wants to pin down domain terminology or a ubiquitous language, record an architectural decision, or when another skill needs to maintain the domain model."
skill:evalharness,skill,skills,eval-harness,everything-claude-code,,yes,Eval-driven development for agent sessions is generic and valuable for improving a Python harness.,testing,yes,Evaluation harnesses directly improve agent coding quality and regression checks.,testing,keep,yes,Formal evaluation framework for Claude Code sessions implementing eval-driven development (EDD) principles
skill:executingplans,skill,skills,executing-plans,superpowers,,yes,Generic plan-execution workflow with review checkpoints; fits agentic coding in any language.,generic-workflow,yes,Generic plan execution with checkpoints fits agentic coding workflows.,generic-workflow,keep,yes,Use when you have a written implementation plan to execute in a separate session with review checkpoints
skill:finishingadevelopmentbranch,skill,skills,finishing-a-development-branch,superpowers,,yes,Generic branch-completion workflow (merge/PR/cleanup decisions); language-neutral git hygiene.,git,yes,"Branch completion, PR, merge, and cleanup guidance is broadly useful.",git,keep,yes,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work - guides completion of development work by presenting structured options for merge, PR, or cleanup"
skill:ganstyleharness,skill,skills,gan-style-harness,everything-claude-code,,yes,"Generator-Evaluator agent pattern is generic orchestration, useful for autonomous quality loops.",agent-orchestration,yes,Generic generator-evaluator agent harness can improve autonomous coding quality.,agent-orchestration,keep,yes,GAN-inspired Generator-Evaluator agent harness for building high-quality applications autonomously. Based on Anthropic's March 2026 harness design paper.
skill:gitcleangonebranches,skill,skills,git-clean-gone-branches,compound-engineering-plugin,,yes,Generic git hygiene; pruning stale local branches is a common recurring need.,git,yes,Generic git maintenance that keeps local branches tidy across any Python project.,git,keep,yes,"Clean up local branches whose remote tracking branch is gone. Use when the user says ""clean up branches"", ""delete gone branches"", ""prune local branches"", ""clean gone"", or wants to remove stale local branches that no longer exist on the remote. Also handles removing associated worktrees for branches that have them."
skill:gitcommit,skill,skills,git-commit,compound-engineering-plugin,,yes,Generic well-structured commit messages benefit any Python-centric workflow.,git,yes,Commit workflow support is broadly useful for disciplined Python development.,git,keep,yes,"Create a git commit with a clear, value-communicating message. Use when the user says ""commit"", ""commit this"", ""save my changes"", ""create a commit"", or wants to commit staged or unstaged work. Produces well-structured commit messages that follow repo conventions when they exist, and defaults to conventional commit format otherwise."
skill:gitcommitpushpr,skill,skills,git-commit-push-pr,compound-engineering-plugin,,yes,Commit-push-PR flow with good descriptions is language-neutral and frequently used.,git,yes,End-to-end PR publishing is useful for any GitHub-based Python workflow.,git,keep,yes,"Commit, push, and open a PR with an adaptive, value-first description. Use when the user says ""commit and PR"", ""push and open a PR"", ""ship this"", ""create a PR"", ""open a pull request"", ""commit push PR"", or wants to go from working changes to an open pull request in one step. Also use when the user says ""update the PR description"", ""refresh the PR description"", ""freshen the PR"", or wants to rewrite "
skill:gitguardrailsclaudecode,skill,misc,git-guardrails-claude-code,mattpocock_skills,,yes,"Hooks blocking destructive git commands add real safety, language-neutral.",git,yes,"Git safety hooks reduce destructive agent mistakes, despite Claude-specific framing.",git,keep,yes,"Set up Claude Code hooks to block dangerous git commands (push, reset --hard, clean, branch -D, etc.) before they execute. Use when user wants to prevent destructive git operations, add git safety hooks, or block git push/reset in Claude Code."
skill:gitworktree,skill,skills,git-worktree,compound-engineering-plugin,,yes,Worktree management enables isolated parallel agent development; language-neutral.,git,yes,Worktrees help isolate parallel agent tasks in Python repositories.,git,keep,yes,"This skill manages Git worktrees for isolated parallel development. It handles creating, listing, switching, and cleaning up worktrees with a simple interactive interface, following KISS principles."
skill:githubops,skill,skills,github-ops,everything-claude-code,,yes,gh-CLI issue/PR/CI/release operations are generic and valuable for any repo.,git,yes,"GitHub issue, PR, CI, and release operations are broadly useful.",devops,keep,yes,"GitHub repository operations, automation, and management. Issue triage, PR management, CI/CD operations, release management, and security monitoring using the gh CLI. Use when the user wants to manage GitHub issues, PRs, CI status, releases, contributors, stale items, or any GitHub operational task beyond simple git commands."
skill:graphfirst,skill,skills,graph-first,mvp:code-intel,yes,yes,Token-cheap symbol/call-graph navigation of large codebases directly aids Python agentic coding.,generic-workflow,yes,Large-codebase navigation and impact tracing are valuable for Python projects.,generic-workflow,keep,yes,"Token-cheap navigation, search, and editing of large codebases across sessions. Use when finding where a symbol is defined or used, tracing call paths / impact / blast radius, doing concept or natural-language code search, renaming or editing symbols, applying structural codemods, or enforcing structural lint rules — query the code graph (serena / CBM) or ast-grep BEFORE reading whole files, and s"
skill:grillme,skill,productivity,grill-me,mattpocock_skills; ours:.claude; ours:.codex,yes,yes,Adversarial design-review interrogation strengthens plans; language-neutral.,generic-workflow,yes,Adversarial design review improves plans before implementation in any stack.,generic-workflow,keep,yes,"Relentless design-review interviewer that systematically interrogates every aspect of a plan, architecture, or design document. Use this skill whenever the user says ""grill me"", ""interview me about this"", ""poke holes in my design"", ""stress test this plan"", ""challenge my architecture"", ""what am I missing"", ""help me think through this"", ""walk through my design"", ""question my assumptions"", or any var"
skill:handoff,skill,productivity,handoff,mattpocock_skills,,yes,Compacting session state for another agent aids multi-session continuity; language-neutral.,agent-orchestration,yes,Agent handoff documents preserve context across long or interrupted coding sessions.,agent-orchestration,keep,yes,Compact the current conversation into a handoff document for another agent to pick up.
skill:hookdevelopment,skill,skills,hook-development,claude-plugins-official,,yes,"Authoring Claude Code hooks is core harness tooling, language-neutral and valuable.",agent-orchestration,yes,Agent hook automation is useful for coding harness governance and validation.,agent-orchestration,keep,yes,"This skill should be used when the user asks to ""create a hook"", ""add a PreToolUse/PostToolUse/Stop hook"", ""validate tool use"", ""implement prompt-based hooks"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""set up event-driven automation"", ""block dangerous commands"", or mentions hook events (PreToolUse, PostToolUse, Stop, SubagentStop, SessionStart, SessionEnd, UserPromptSubmit, PreCompact, Notification). Provides"
skill:htmlartifact,skill,skills,html-artifact,ours:.claude; ours:.codex,yes,yes,HTML report/document artifacts are in scope and already used in this harness.,html,yes,"Single-file HTML reports are useful for plans, reviews, and architecture docs.",html,keep,yes,"Create polished single-file HTML artifacts as an alternative to markdown for documents meant to be read by humans. Use whenever the user asks for an implementation plan, status report, post-mortem, architecture doc, scaling analysis, capacity dashboard, research explainer, concept walkthrough, PR writeup, or other long-form documents that benefit from richer structure than markdown — KPI tiles, ch"
